DateTime,CumulativeTips,Note: Each Tip = 0.2 mm
06/26/24 13:59:36,0,
06/26/24 14:04:20,1,
06/26/24 14:09:14,2,
06/26/24 14:13:29,3,
06/26/24 14:17:26,4,
06/26/24 14:19:32,5,
06/26/24 14:21:20,6,
06/26/24 14:22:42,7,
06/26/24 14:24:56,8,
06/26/24 14:27:10,9,
06/26/24 14:30:48,10,
06/26/24 14:31:51,11,
06/26/24 14:33:05,12,
06/26/24 14:33:47,13,
06/26/24 14:35:10,14,
06/26/24 14:36:04,15,
06/26/24 14:38:01,16,
06/26/24 14:39:23,17,
06/26/24 14:41:50,18,
06/26/24 14:43:14,19,
06/26/24 14:45:16,20,
06/26/24 14:47:03,21,
06/26/24 14:48:53,22,
06/26/24 14:50:40,23,
06/26/24 14:53:08,24,
06/26/24 14:55:28,25,
06/26/24 14:59:48,26,
06/26/24 15:03:53,27,
06/26/24 15:11:39,28,
06/26/24 15:17:11,29,
06/26/24 15:19:51,30,
06/26/24 15:20:47,31,
06/26/24 15:31:54,32,
06/30/24 05:29:51,33,
06/30/24 05:38:48,34,
06/30/24 05:49:43,35,
06/30/24 05:59:34,36,
06/30/24 06:05:38,37,
06/30/24 06:13:22,38,
06/30/24 06:16:57,39,
06/30/24 06:24:45,40,
06/30/24 06:36:00,41,
06/30/24 06:50:20,42,
06/30/24 07:07:33,43,
06/30/24 07:33:08,44,
06/30/24 08:12:09,45,
06/30/24 08:53:21,46,
06/30/24 08:57:46,47,
06/30/24 09:02:12,48,
06/30/24 09:04:55,49,
06/30/24 09:07:10,50,
06/30/24 09:09:37,51,
06/30/24 09:12:35,52,
06/30/24 09:14:53,53,
06/30/24 09:17:59,54,
06/30/24 09:21:00,55,
06/30/24 09:24:07,56,
06/30/24 09:27:26,57,
06/30/24 09:31:54,58,
06/30/24 09:38:34,59,
06/30/24 09:56:10,60,
06/30/24 10:28:47,61,
06/30/24 10:47:33,62,
06/30/24 11:51:17,63,
06/30/24 15:05:57,64,
06/30/24 15:06:52,65,
06/30/24 15:07:47,66,
06/30/24 15:10:02,67,
06/30/24 15:19:07,68,
06/30/24 15:27:12,69,
06/30/24 15:59:54,70,
06/30/24 16:28:57,71,
06/30/24 16:39:19,72,
06/30/24 16:54:38,73,
06/30/24 17:18:29,74,
06/30/24 17:25:37,75,
06/30/24 17:28:30,76,
06/30/24 17:30:16,77,
06/30/24 17:31:35,78,
06/30/24 17:32:44,79,
06/30/24 17:34:47,80,
06/30/24 17:45:04,81,
07/01/24 03:09:45,82,
07/01/24 15:33:03,83,
07/01/24 15:35:14,84,
07/01/24 16:59:46,85,
07/01/24 17:07:52,86,
07/01/24 17:09:19,87,
07/01/24 17:09:57,88,
07/01/24 17:10:41,89,
07/01/24 17:11:34,90,
07/01/24 17:12:32,91,
07/01/24 17:14:04,92,
07/01/24 18:29:53,93,
07/01/24 18:42:20,94,
07/01/24 18:58:28,95,
07/01/24 18:59:23,96,
07/01/24 19:00:52,97,
07/01/24 19:02:48,98,
07/01/24 19:03:33,99,
07/01/24 19:04:08,100,
07/01/24 19:04:33,101,
07/01/24 19:05:06,102,
07/01/24 19:05:43,103,
07/01/24 19:06:15,104,
07/01/24 19:08:21,105,
07/01/24 19:15:31,106,
07/01/24 20:44:55,107,
07/02/24 21:38:31,108,
07/02/24 21:40:46,109,
07/25/24 14:21:26,110,
07/25/24 14:34:41,111,
07/25/24 14:40:01,112,
07/29/24 09:51:22,113,
07/29/24 09:59:46,114,
07/29/24 10:15:25,115,
07/29/24 10:24:12,116,
07/29/24 10:30:20,117,
07/29/24 10:36:15,118,
07/29/24 10:40:42,119,
07/29/24 10:47:37,120,
07/29/24 10:59:34,121,
07/29/24 11:15:00,122,
07/29/24 11:22:37,123,
07/29/24 11:29:59,124,
07/29/24 11:33:22,125,
07/29/24 11:37:25,126,
07/29/24 11:40:51,127,
07/29/24 11:46:19,128,
07/29/24 11:51:27,129,
07/29/24 12:15:45,130,
08/16/24 08:12:49,131,
08/16/24 08:15:17,132,
08/16/24 08:16:59,133,
08/16/24 08:19:15,134,
08/16/24 08:20:18,135,
08/16/24 08:21:18,136,
08/16/24 08:22:12,137,
08/16/24 08:23:14,138,
08/16/24 08:23:54,139,
08/16/24 08:25:14,140,
08/16/24 08:26:09,141,
08/16/24 08:26:47,142,
08/16/24 08:27:26,143,
08/16/24 08:28:14,144,
08/16/24 08:29:09,145,
08/16/24 08:30:02,146,
08/16/24 08:31:07,147,
08/16/24 08:31:54,148,
08/16/24 08:32:18,149,
08/16/24 08:32:47,150,
08/16/24 08:33:10,151,
08/16/24 08:33:31,152,
08/16/24 08:34:05,153,
08/16/24 08:34:49,154,
08/16/24 08:35:26,155,
08/16/24 08:36:03,156,
08/16/24 08:36:29,157,
08/16/24 08:37:22,158,
08/16/24 08:38:10,159,
08/16/24 08:38:59,160,
08/16/24 08:39:56,161,
08/16/24 08:41:56,162,
08/16/24 08:43:32,163,
08/16/24 08:45:36,164,
08/16/24 08:47:04,165,
08/16/24 08:49:15,166,
08/16/24 08:52:03,167,
08/16/24 08:54:27,168,
08/16/24 08:57:44,169,
08/16/24 09:00:03,170,
08/16/24 09:02:38,171,
08/16/24 09:04:30,172,
08/16/24 09:06:46,173,
08/16/24 09:08:27,174,
08/16/24 09:10:50,175,
08/16/24 09:13:27,176,
08/16/24 09:16:08,177,
08/16/24 09:18:57,178,
08/16/24 09:21:10,179,
08/16/24 09:24:50,180,
08/16/24 09:27:16,181,
08/16/24 09:30:25,182,
08/16/24 09:33:18,183,
08/16/24 09:36:18,184,
08/16/24 09:38:34,185,
08/16/24 09:41:12,186,
08/16/24 09:42:38,187,
08/16/24 09:45:25,188,
08/16/24 09:48:23,189,
08/16/24 09:52:01,190,
08/16/24 09:54:20,191,
08/16/24 10:00:31,192,
08/16/24 10:02:47,193,
08/16/24 10:07:42,194,
08/16/24 10:11:13,195,
08/16/24 10:17:39,196,
08/16/24 10:21:49,197,
08/16/24 10:28:08,198,
08/16/24 10:30:50,199,
08/16/24 10:36:33,200,
08/16/24 10:40:47,201,
08/16/24 10:47:13,202,
08/16/24 10:54:38,203,
08/16/24 11:00:14,204,
08/16/24 11:05:11,205,
08/16/24 11:10:00,206,
08/16/24 11:12:08,207,
08/16/24 11:15:22,208,
08/16/24 11:18:24,209,
08/16/24 11:22:26,210,
08/16/24 11:27:32,211,
08/16/24 11:33:36,212,
08/16/24 11:38:01,213,
08/16/24 11:41:46,214,
08/16/24 11:45:34,215,
08/16/24 11:49:47,216,
08/16/24 11:54:21,217,
08/16/24 12:04:18,218,
08/16/24 12:17:37,219,
08/16/24 12:33:30,220,
08/16/24 12:54:15,221,
08/16/24 13:05:54,222,
08/16/24 13:11:27,223,
08/16/24 13:21:43,224,
08/16/24 13:32:59,225,
08/16/24 14:47:18,226,
08/16/24 15:11:40,227,
08/16/24 15:35:06,228,
08/16/24 15:46:25,229,
08/16/24 16:03:04,230,
08/16/24 16:17:32,231,
08/16/24 16:50:12,232,
08/23/24 17:06:13,233,
08/23/24 17:08:01,234,
08/23/24 17:10:28,235,
08/23/24 17:13:01,236,
08/23/24 17:14:23,237,
08/23/24 17:15:45,238,
08/23/24 17:24:25,239,
08/23/24 21:57:18,240,
08/24/24 00:21:10,241,
08/24/24 00:50:30,242,
08/24/24 01:03:43,243,
08/24/24 02:08:00,244,
08/24/24 02:42:55,245,
08/24/24 02:46:40,246,
08/24/24 02:48:38,247,
08/24/24 02:51:32,248,
08/24/24 02:53:43,249,
08/24/24 02:56:06,250,
08/24/24 02:59:32,251,
08/24/24 03:03:32,252,
08/24/24 03:05:58,253,
08/24/24 03:10:09,254,
08/24/24 03:18:40,255,
08/24/24 03:38:35,256,
08/24/24 04:10:39,257,
08/24/24 04:21:28,258,
08/24/24 04:29:46,259,
08/24/24 04:46:45,260,
08/24/24 05:03:32,261,
08/24/24 06:26:29,262,
08/24/24 06:55:07,263,
08/24/24 07:06:09,264,
08/24/24 07:09:24,265,
08/24/24 07:13:40,266,
08/24/24 07:16:43,267,
08/24/24 07:20:39,268,
08/24/24 07:22:37,269,
08/24/24 07:25:23,270,
08/24/24 07:27:34,271,
08/24/24 07:30:29,272,
08/24/24 07:32:47,273,
08/24/24 07:34:55,274,
08/24/24 07:36:53,275,
08/24/24 07:39:01,276,
08/24/24 07:41:43,277,
08/24/24 07:45:33,278,
08/24/24 07:47:28,279,
08/24/24 07:51:02,280,
08/24/24 07:55:43,281,
08/24/24 08:00:14,282,
08/24/24 08:06:15,283,
08/24/24 08:09:03,284,
08/24/24 08:11:46,285,
08/24/24 08:17:14,286,
08/24/24 08:20:32,287,
08/24/24 08:24:11,288,
08/24/24 08:26:48,289,
08/24/24 08:31:57,290,
08/24/24 08:35:15,291,
08/24/24 08:41:25,292,
08/24/24 08:44:58,293,
08/24/24 08:52:56,294,
08/24/24 08:56:22,295,
08/24/24 09:01:46,296,
08/24/24 09:07:28,297,
08/24/24 09:12:37,298,
08/24/24 09:16:13,299,
08/24/24 09:23:02,300,
08/24/24 09:25:16,301,
08/24/24 09:26:58,302,
08/24/24 09:28:28,303,
08/24/24 09:30:58,304,
08/24/24 09:34:25,305,
08/24/24 09:39:28,306,
08/24/24 09:45:33,307,
08/24/24 09:50:41,308,
08/24/24 09:53:52,309,
08/24/24 09:55:34,310,
08/24/24 09:56:56,311,
08/24/24 10:00:13,312,
08/24/24 10:03:07,313,
08/24/24 10:07:35,314,
08/24/24 10:08:22,315,
08/24/24 10:09:14,316,
08/24/24 10:09:44,317,
08/24/24 10:10:28,318,
08/24/24 10:10:58,319,
08/24/24 10:12:07,320,
08/24/24 10:12:34,321,
08/24/24 10:12:47,322,
08/24/24 10:12:57,323,
08/24/24 10:13:22,324,
08/24/24 10:13:40,325,
08/24/24 10:13:57,326,
08/24/24 10:15:01,327,
08/24/24 10:19:25,328,
08/24/24 10:21:52,329,
08/24/24 10:24:07,330,
08/24/24 10:27:49,331,
08/24/24 10:37:26,332,
08/24/24 11:03:16,333,
08/24/24 11:12:37,334,
08/24/24 11:14:33,335,
08/24/24 11:15:27,336,
08/24/24 11:19:20,337,
08/24/24 11:35:42,338,
08/24/24 11:40:57,339,
08/24/24 11:42:02,340,
08/24/24 11:42:58,341,
08/24/24 11:47:30,342,
08/24/24 11:48:22,343,
08/24/24 11:50:27,344,
08/24/24 11:52:24,345,
08/24/24 11:58:41,346,
08/24/24 12:36:01,347,
08/24/24 12:41:47,348,
08/24/24 12:46:50,349,
08/24/24 12:53:47,350,
08/24/24 12:57:04,351,
08/24/24 13:01:25,352,
08/24/24 13:03:43,353,
08/24/24 13:05:25,354,
08/24/24 13:07:24,355,
08/24/24 13:09:26,356,
08/24/24 13:10:41,357,
08/24/24 13:12:16,358,
08/24/24 13:13:20,359,
08/24/24 13:14:43,360,
08/24/24 13:16:20,361,
08/24/24 13:17:55,362,
08/24/24 13:20:46,363,
08/24/24 13:23:06,364,
08/24/24 13:24:45,365,
08/24/24 13:26:35,366,
08/24/24 13:27:52,367,
08/24/24 13:30:53,368,
08/24/24 13:33:19,369,
08/24/24 13:35:34,370,
08/24/24 13:37:21,371,
08/24/24 13:39:26,372,
08/24/24 13:41:47,373,
08/24/24 13:44:19,374,
08/24/24 13:46:38,375,
08/24/24 13:48:46,376,
08/24/24 13:50:38,377,
08/24/24 13:53:42,378,
08/24/24 13:56:58,379,
08/24/24 14:00:58,380,
08/24/24 14:03:10,381,
08/24/24 14:05:55,382,
08/24/24 14:09:14,383,
08/24/24 14:14:52,384,
08/24/24 14:18:02,385,
08/24/24 14:21:28,386,
08/24/24 14:24:21,387,
08/24/24 14:28:52,388,
08/24/24 14:32:27,389,
08/24/24 14:36:24,390,
08/24/24 14:43:37,391,
08/24/24 14:50:46,392,
08/24/24 14:55:06,393,
08/24/24 15:03:58,394,
08/24/24 15:10:28,395,
08/24/24 15:16:47,396,
08/24/24 15:25:11,397,
08/24/24 15:33:59,398,
08/24/24 15:41:01,399,
08/24/24 15:50:08,400,
08/24/24 15:59:07,401,
08/24/24 16:06:01,402,
08/24/24 16:12:14,403,
08/24/24 16:19:40,404,
08/24/24 16:27:26,405,
08/24/24 16:34:46,406,
08/24/24 16:42:39,407,
08/24/24 16:50:08,408,
08/24/24 16:54:26,409,
08/24/24 17:01:12,410,
08/24/24 17:05:33,411,
08/24/24 17:13:16,412,
08/26/24 22:21:09,413,
08/26/24 22:38:19,414,
08/26/24 23:40:04,415,
08/27/24 02:12:41,416,
08/27/24 02:16:57,417,
08/27/24 02:23:02,418,
08/27/24 02:28:39,419,
08/27/24 02:45:13,420,
08/27/24 02:52:51,421,
08/27/24 03:09:40,422,
08/27/24 03:16:46,423,
08/27/24 03:48:22,424,
08/27/24 04:23:30,425,
08/27/24 04:38:29,426,
08/27/24 06:24:20,427,
09/11/24 12:45:38,428,
09/11/24 13:34:17,429,
09/11/24 18:16:01,430,
09/13/24 23:51:53,431,
09/13/24 23:58:27,432,
09/14/24 00:03:16,433,
09/14/24 00:14:24,434,
09/14/24 00:20:45,435,
09/14/24 00:28:07,436,
09/14/24 00:34:43,437,
09/14/24 00:44:22,438,
09/14/24 00:51:21,439,
09/14/24 01:02:34,440,
09/14/24 01:10:42,441,
09/14/24 01:18:25,442,
09/14/24 01:21:57,443,
09/14/24 01:28:04,444,
09/14/24 01:39:45,445,
09/14/24 02:02:42,446,
09/14/24 02:15:42,447,
09/14/24 02:52:23,448,
09/14/24 04:26:32,449,
09/25/24 14:22:12,450,
09/25/24 14:22:29,451,
09/25/24 14:23:09,452,
09/25/24 14:24:28,453,
09/25/24 14:25:00,454,
09/25/24 14:25:22,455,
09/25/24 14:25:48,456,
09/25/24 14:26:03,457,
09/25/24 14:26:57,458,
09/25/24 14:28:22,459,
09/25/24 15:12:22,460,
09/25/24 15:16:09,461,
09/25/24 15:18:21,462,
09/25/24 15:19:29,463,
09/25/24 15:19:46,464,
09/25/24 15:20:04,465,
09/25/24 15:20:22,466,
09/25/24 15:20:34,467,
09/25/24 15:20:51,468,
09/25/24 15:21:08,469,
09/25/24 15:21:53,470,
09/25/24 15:22:15,471,
09/25/24 15:22:56,472,
09/25/24 15:23:49,473,
09/25/24 15:25:22,474,
09/25/24 15:26:57,475,
09/25/24 15:27:48,476,
09/25/24 15:28:33,477,
09/25/24 15:28:54,478,
09/25/24 15:29:09,479,
09/25/24 15:29:27,480,
09/25/24 15:29:39,481,
09/25/24 15:29:58,482,
09/25/24 15:30:19,483,
09/25/24 15:30:54,484,
09/25/24 15:31:13,485,
09/25/24 15:31:44,486,
09/25/24 15:32:24,487,
09/25/24 15:33:54,488,
09/25/24 15:35:01,489,
09/25/24 15:36:41,490,
09/25/24 15:37:56,491,
09/25/24 15:38:40,492,
09/25/24 15:39:20,493,
09/25/24 15:40:31,494,
09/25/24 15:42:27,495,
09/25/24 18:51:46,496,
09/25/24 19:08:34,497,
09/25/24 19:24:14,498,
09/25/24 19:40:36,499,
09/25/24 19:47:11,500,
09/25/24 19:51:06,501,
09/25/24 19:58:45,502,
09/25/24 20:02:55,503,
09/25/24 20:11:18,504,
09/25/24 20:40:59,505,
09/25/24 21:09:36,506,
09/25/24 23:27:57,507,
09/25/24 23:31:52,508,
09/25/24 23:57:27,509,
09/26/24 00:19:05,510,
09/26/24 00:55:10,511,
09/28/24 11:34:41,512,
